id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,dribble,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,interception,counterpress,duel,clearance,shot,off_camera,foul_committed,foul_won,miscontrol,out,ball_recovery,substitution,block,injury_stoppage,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
bd0d3ce6-2916-477b-8bba-03bdef99a783,3523,2,00:33:41.882,78,41,23,Goal Keeper,188,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,e1e7658d-7614-419f-a4f2-d484ef394ef2,6576,Gorka Iraizoz Moreno,1,Goalkeeper,11.1,45.7,,,,,,26.0,Goal Conceded,55.0,No Touch,45.0,Diving,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10762a7c-2fc4-427d-b884-2c6f71dc49e2,3527,2,00:34:51.205,79,51,2,Ball Recovery,190,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,7e1d2107-dcb0-4424-b524-64c3e680cef7,3508,Sandro Ramírez Castillo,21,Left Wing,66.5,67.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca3aa60b-895a-4c19-9256-84d5cc4d097c,3528,2,00:34:53.712,79,53,22,Foul Committed,190,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,92daa331-846d-4be6-8a0f-5add6a77dfbe,6617,Ibai Gómez Pérez,17,Right Wing,58.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92daa331-846d-4be6-8a0f-5add6a77dfbe,3529,2,00:34:53.712,79,53,21,Foul Won,190,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,ca3aa60b-895a-4c19-9256-84d5cc4d097c,3508,Sandro Ramírez Castillo,21,Left Wing,62.3,55.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76d266bd-4cfd-4db2-9bd1-290078aa7f92,3530,2,00:35:07.634,80,7,30,Pass,191,217,Barcelona,3,From Free Kick,217,Barcelona,1.312518,,a1ce317b-6acd-4b7f-b3a5-95b18dfa22a5,5470,Ivan Rakitić,13,Right Center Midfield,56.6,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,12.940248,-2.3616588,1.0,Ground Pass,47.4,61.9,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1ce317b-6acd-4b7f-b3a5-95b18dfa22a5,3531,2,00:35:08.947,80,8,42,Ball Receipt*,191,217,Barcelona,3,From Free Kick,217,Barcelona,,,76d266bd-4cfd-4db2-9bd1-290078aa7f92,5213,Gerard Piqué Bernabéu,3,Right Center Back,47.4,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5a6bd85-722c-492f-a2cc-287af52a01c9,3532,2,00:35:08.947,80,8,43,Carry,191,217,Barcelona,3,From Free Kick,217,Barcelona,3.413969,,2b289060-1611-4d20-bb92-4c3b81e98c1d,5213,Gerard Piqué Bernabéu,3,Right Center Back,47.4,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1ce317b-6acd-4b7f-b3a5-95b18dfa22a5,47.4,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b289060-1611-4d20-bb92-4c3b81e98c1d,3533,2,00:35:12.361,80,12,30,Pass,191,217,Barcelona,3,From Free Kick,217,Barcelona,3.317425,,cb70908a-40ff-480c-83f2-b51a1b45a22d,5213,Gerard Piqué Bernabéu,3,Right Center Back,47.4,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,61.296818,-1.342041,3.0,High Pass,61.3,2.2,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb70908a-40ff-480c-83f2-b51a1b45a22d,3534,2,00:35:15.678,80,15,42,Ball Receipt*,191,217,Barcelona,3,From Free Kick,217,Barcelona,,,2b289060-1611-4d20-bb92-4c3b81e98c1d,5211,Jordi Alba Ramos,6,Left Back,61.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
083ebc1c-4162-409a-85c1-27cbeeb8d7fa,3535,2,00:35:15.678,80,15,43,Carry,191,217,Barcelona,3,From Free Kick,217,Barcelona,0.039975002,,6eef2406-a4c3-40ce-9d1a-d1b6f1178a10,5211,Jordi Alba Ramos,6,Left Back,61.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb70908a-40ff-480c-83f2-b51a1b45a22d,60.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
