id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,clearance,counterpress,duel,off_camera,dribble,miscontrol,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,foul_committed,substitution,foul_won,ball_recovery,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,related_events_2,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,interception_outcome_id,interception_outcome_name,pass_switch,pass_aerial_won,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_lost_in_play,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
b1dbb653-bd8a-4ef4-8e28-da3ff32c4622,1761,1,00:42:35.246,42,35,23,Goal Keeper,83,217,Barcelona,4,From Throw In,1049,Granada,0.0,,4be37c44-8c79-4b24-a03d-26cc390660ed,26659,Roberto Fernández Alvarellos,1,Goalkeeper,1.4,38.1,,,,,,,,,,,,,,46.0,Standing,44.0,Set,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce37d6cf-4756-461c-a0bd-12aca7a52983,1776,1,00:43:48.821,43,48,4,Duel,85,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,3b598b5a-a18d-40e4-9a7d-dfe80e41e662,4320,Neymar da Silva Santos Junior,21,Left Wing,73.3,5.4,,,True,,,,True,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2992d62-7e5c-40af-8161-e48949d51b02,1777,1,00:43:49.518,43,49,17,Pressure,85,217,Barcelona,1,Regular Play,1049,Granada,2.984461,,7023a297-b1fc-4ee2-8ae0-7d1724beeb49,25707,Francisco Manuel Rico Castro,12,Right Midfield,42.3,74.4,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,7d04153a-7acc-443b-b6c9-da71652961e4,f2ee3d2a-e77d-4ba8-a67d-459936286d73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023a297-b1fc-4ee2-8ae0-7d1724beeb49,1778,1,00:43:50.333,43,50,30,Pass,85,217,Barcelona,1,Regular Play,217,Barcelona,0.790194,,c2992d62-7e5c-40af-8161-e48949d51b02,20131,Xavier Hernández Creus,13,Right Center Midfield,79.4,11.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2ee3d2a-e77d-4ba8-a67d-459936286d73,,4320.0,Neymar da Silva Santos Junior,10.104454,-0.89760095,1.0,Ground Pass,85.7,4.0,66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2ee3d2a-e77d-4ba8-a67d-459936286d73,1779,1,00:43:51.124,43,51,42,Ball Receipt*,85,217,Barcelona,1,Regular Play,217,Barcelona,,,7023a297-b1fc-4ee2-8ae0-7d1724beeb49,4320,Neymar da Silva Santos Junior,21,Left Wing,85.7,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2992d62-7e5c-40af-8161-e48949d51b02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d04153a-7acc-443b-b6c9-da71652961e4,1780,1,00:43:51.124,43,51,43,Carry,85,217,Barcelona,1,Regular Play,217,Barcelona,6.66046,,c2992d62-7e5c-40af-8161-e48949d51b02,4320,Neymar da Silva Santos Junior,21,Left Wing,85.7,4.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e480815d-0604-4c9d-8da8-e50831caa2d2,f2ee3d2a-e77d-4ba8-a67d-459936286d73,,,,,,,,,,,,,109.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e480815d-0604-4c9d-8da8-e50831caa2d2,1781,1,00:43:57.784,43,57,14,Dribble,85,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,1c8153f2-6aea-40d7-a908-4904bd10cb09,4320,Neymar da Silva Santos Junior,21,Left Wing,109.8,13.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c8153f2-6aea-40d7-a908-4904bd10cb09,1782,1,00:43:57.784,43,57,4,Duel,85,217,Barcelona,1,Regular Play,1049,Granada,0.0,,e480815d-0604-4c9d-8da8-e50831caa2d2,3991,Allan Romeo Nyom,2,Right Back,11.2,68.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce17e176-7f65-4b76-b151-3b32f8a1d6f1,1783,1,00:44:05.500,44,5,30,Pass,86,217,Barcelona,4,From Throw In,217,Barcelona,2.031,,bd42f4c2-7a8a-4c9f-b1ab-242cc2ee263e,4320,Neymar da Silva Santos Junior,21,Left Wing,105.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,19.830532,2.55359,2.0,Low Pass,89.4,12.0,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd42f4c2-7a8a-4c9f-b1ab-242cc2ee263e,1784,1,00:44:07.531,44,7,42,Ball Receipt*,86,217,Barcelona,4,From Throw In,217,Barcelona,,,ce17e176-7f65-4b76-b151-3b32f8a1d6f1,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,89.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
