id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,out,clearance,ball_recovery,block,substitution,miscontrol,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,related_events_2,related_events_3,related_events_4,carry_end_location_0,carry_end_location_1,pass_through_ball,pass_technique_id,pass_technique_name,pass_cross,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate
530c7c8d-8051-4a9d-8a5c-315f24aed7dc,3335,2,00:28:58.144,73,58,30,Pass,152,217,Barcelona,1,Regular Play,217,Barcelona,1.154337,,acf46dbf-8581-4ce9-bbbd-156e8b7adb58,5470,Ivan Rakitić,15,Left Center Midfield,82.5,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.814193,1.5140392,2.0,Low Pass,83.0,50.6,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61f2d39b-84db-402b-8d6a-e73ecc2afb6d,3342,2,00:29:16.408,74,16,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.0653,,048bbcc5-9c68-4b32-a548-bec9b664e2e1,20131,Xavier Hernández Creus,13,Right Center Midfield,71.7,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.026207,1.0346503,1.0,Ground Pass,75.8,55.8,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a77f4060-4bd8-48f3-805d-3c767a9860e0,3346,2,00:29:18.088,74,18,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,0.488346,,655ec523-c797-4f87-b788-f4a0399391fa,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,77.6,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.421401,-1.6421038,1.0,Ground Pass,77.0,48.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfccfb71-dfaa-45b2-b437-4cf202d6854f,3350,2,00:29:21.342,74,21,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.192753,,eb79a146-8d6a-4ea2-a3fe-bc6390f985e6,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,92.9,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,13.3544,0.3596471,2.0,Low Pass,105.4,56.7,38.0,Left Foot,,,,,,,,,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f0b090e-ee2e-4cc9-8b6d-32983f13086e,3354,2,00:29:23.757,74,23,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,0.9826,,9cb2c511-6fe3-4a15-afe4-3d63c51e2946,3958,Pedro Eliezer Rodríguez Ledesma,17,Right Wing,116.5,52.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,12.539936,-1.6506263,2.0,Low Pass,115.5,39.9,40.0,Right Foot,,,c16d26cc-0893-4c9e-a285-ecea3f1b40c9,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd0fc9b-3b24-4900-882e-d254e531b6ca,3361,2,00:29:30.522,74,30,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.3753,,aba97f45-8ed8-450d-b1d9-46785fd26144,5470,Ivan Rakitić,15,Left Center Midfield,77.9,38.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,19.864038,2.902719,2.0,Low Pass,58.6,43.6,40.0,Right Foot,66.0,Recovery,bcc34e4c-4260-4a4f-8800-ece6e59b19fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f60d781-dd12-466e-a380-7a158a814fb0,3365,2,00:29:32.874,74,32,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.8199,,8c0d4c11-423c-486e-a500-94c7adb7b78d,10609,Jérémy Mathieu,5,Left Center Back,55.5,36.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,25.901737,-0.9388777,1.0,Ground Pass,70.8,15.8,38.0,Left Foot,,,bc300d09-287d-48e7-b7ce-9710e0e383c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b7280b7-8738-4774-a902-675d89c106b0,3368,2,00:29:34.734,74,34,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.263086,,3925537e-e3f7-4e41-9557-2c3a53b97862,5211,Jordi Alba Ramos,6,Left Back,70.2,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,9.80051,1.5605927,1.0,Ground Pass,70.3,21.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1f7744e-d7b8-413d-8473-8f2f339395cb,3371,2,00:29:37.809,74,37,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.154,,b51d1655-4288-42c8-ab41-0a89065c6e99,5470,Ivan Rakitić,15,Left Center Midfield,74.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,16.09534,1.7267522,1.0,Ground Pass,72.1,46.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e7222d7-f291-43f1-9123-521fcc0ae5f7,3374,2,00:29:39.003,74,39,30,Pass,153,217,Barcelona,3,From Free Kick,217,Barcelona,1.4043,,d9ac3515-26ac-453c-ae1f-7d8719c8988f,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,72.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,16.402744,3.123302,1.0,Ground Pass,55.7,46.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
