id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,ball_receipt,under_pressure,duel,counterpress,shot,goalkeeper,off_camera,out,clearance,dribble,foul_committed,foul_won,interception,ball_recovery,block,substitution,bad_behaviour,50_50,tactics,related_events_0,related_events_1,related_events_2,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate
7d915d05-1d3c-4969-a22e-5ad4d5e1404c,13,1,00:00:06.893,0,6,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.9045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,70aa18ee-7aab-4ba0-85fa-b5d504dff79c,8049ecc5-0896-4b48-94da-17f3139ba574,8d275dfb-658f-4f54-89eb-a964ba0a3c14,4324.0,Daniel Alves da Silva,2.0,Right Back,37.9,60.0,20131.0,Xavier Hernández Creus,17.550499,-0.8256989,2.0,Low Pass,49.8,47.1,True,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcc9d760-f057-4c41-a270-a89c1191c424,17,1,00:00:08.878,0,8,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,0.530896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,3438b307-7359-4d83-8d63-5e48e6c7deab,6a488da9-06b0-4a50-b39c-3e14351aafa0,,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,50.4,47.1,5506.0,Javier Alejandro Mascherano,5.4147944,-3.0676537,1.0,Ground Pass,45.0,46.7,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a876a881-b2b5-4c45-a7ea-661fd70d022c,21,1,00:00:09.609,0,9,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.204145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,d1cf9946-9c7f-40f1-9654-321c8a6caedc,e912ac59-70fc-4523-a7e2-08692bfc4a0a,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,43.1,46.4,22102.0,Adriano Correia Claro,28.910898,-1.8224863,1.0,Ground Pass,35.9,18.4,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b143ce2-95c7-4f6b-882f-1f7d741da0aa,25,1,00:00:12.874,0,12,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.322601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,526e5f3e-427e-4636-88f0-18bf7d360234,791872f1-9e35-4d72-89f1-33e7b35d19ea,,22102.0,Adriano Correia Claro,6.0,Left Back,28.9,14.2,4320.0,Neymar da Silva Santos Junior,18.598118,-0.7968045,1.0,Ground Pass,41.9,0.9,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae63c4e3-36d1-4453-adb9-1d37a934b4e1,29,1,00:00:17.405,0,17,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,2.022266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74807cb8-a5a8-45eb-8ef1-48d86a989acf,,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,41.9,1.6,22102.0,Adriano Correia Claro,23.365358,2.868584,1.0,Ground Pass,19.4,7.9,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a05303a-1612-4305-b3fe-0e93dbbdcf89,33,1,00:00:20.575,0,20,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.142237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,162a030a-5bec-43cd-8e60-36ac109d302b,f15281b9-86a6-4cce-a884-4f227a08817b,,22102.0,Adriano Correia Claro,6.0,Left Back,17.4,6.2,10609.0,Jérémy Mathieu,12.85496,2.7336366,1.0,Ground Pass,5.6,11.3,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2aa877e-ab34-4568-a1df-13f59c51e76e,37,1,00:00:22.803,0,22,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.343935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5444d65-23bb-4909-8708-ae31fa68582c,,,10609.0,Jérémy Mathieu,5.0,Left Center Back,7.8,9.7,4320.0,Neymar da Silva Santos Junior,30.43222,0.046020117,3.0,High Pass,38.2,11.1,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aacd9b7-df19-462a-ad22-1316e3a3c6aa,60,1,00:00:42.591,0,42,30,Pass,5,217,Barcelona,6,From Counter,217,Barcelona,1.132326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c347295-2c4f-480c-ba3f-38a3bf8ee294,9eab3ff3-2790-409f-b58d-bf02660f5a4a,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,14.9,32.9,5506.0,Javier Alejandro Mascherano,9.4371605,-0.26811078,2.0,Low Pass,24.0,30.4,,66.0,Recovery,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e57d930f-7687-46f4-a316-09e89f49f777,64,1,00:00:44.801,0,44,30,Pass,5,217,Barcelona,6,From Counter,217,Barcelona,0.901501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,e1cbfcba-63e4-44e0-8fdd-5c3093e12b87,fbaa806d-9d37-4292-887b-8e486edf56ff,,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,23.8,29.0,20131.0,Xavier Hernández Creus,14.236924,-0.2483858,1.0,Ground Pass,37.6,25.5,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42c36833-7595-4c38-8a0c-1eed931f9fa8,68,1,00:00:46.478,0,46,30,Pass,5,217,Barcelona,6,From Counter,217,Barcelona,1.086697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcbc2d4c-d4a5-47f5-8cf0-a75c7a28d876,,,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,37.3,26.1,5203.0,Sergio Busquets i Burgos,20.22004,1.2850239,1.0,Ground Pass,43.0,45.5,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
