id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,clearance,goalkeeper,counterpress,duel,dribble,shot,interception,out,50_50,ball_recovery,foul_committed,foul_won,block,bad_behaviour,substitution,pass,pass_switch,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,pass_through_ball,pass_technique_id,pass_technique_name,pass_no_touch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_3,related_events_4,foul_committed_card_id,foul_committed_card_name,related_events_5,related_events_6,shot_one_on_one,shot_open_goal,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_goal_assist,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
f5dd37cc-1139-44a6-bada-f7f7f7c25ac0,2967,2,00:35:51.848,80,51,30,Pass,182,217,Barcelona,9,From Kick Off,217,Barcelona,1.697273,,76efcdab-1270-41d4-b75a-a783472ef3df,True,5246,Luis Alberto Suárez Díaz,23,Center Forward,60.0,40.0,22102.0,Adriano Correia Claro,35.927147,2.2655346,1.0,Ground Pass,37.0,67.6,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb88c510-4f0f-4f48-872a-b7548b141127,2969,2,00:35:55.569,80,55,30,Pass,182,217,Barcelona,9,From Kick Off,217,Barcelona,2.1813,,4c8a7e3e-49ef-4452-9393-1548a25102c3,,22102,Adriano Correia Claro,6,Left Back,35.8,63.5,10609.0,Jérémy Mathieu,42.858486,-1.6806805,2.0,Low Pass,31.1,20.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da812dd4-8b51-40ba-86d8-800c5e8ab2b7,2973,2,00:35:58.432,80,58,30,Pass,182,217,Barcelona,9,From Kick Off,217,Barcelona,1.248866,,9538e06f-5c1d-4dda-92a5-0352926f3952,,10609,Jérémy Mathieu,5,Left Center Back,34.9,16.6,3958.0,Pedro Eliezer Rodríguez Ledesma,22.524876,-0.38215518,1.0,Ground Pass,55.8,8.2,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,bc396f65-d9f4-4157-ad91-12bf668136cc,cdac3919-caf6-4bb1-9f5d-0dc43d8d74cb,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4c5ceed-fd82-4ef4-837c-32158a9dcef1,2992,2,00:36:38.092,81,38,30,Pass,184,217,Barcelona,7,From Goal Kick,217,Barcelona,4.157,,4417eff9-bb44-45a2-bdae-938ce6c7d938,True,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.0,36.0,5246.0,Luis Alberto Suárez Díaz,98.86981,0.3403025,3.0,High Pass,99.2,69.0,40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751c107d-4ae4-47ec-b434-c197a64024f4,3032,2,00:37:19.947,82,19,30,Pass,186,217,Barcelona,1,Regular Play,217,Barcelona,1.4716,,36fc122c-277e-43de-af62-d47b60343cc6,,5470,Ivan Rakitić,10,Center Defensive Midfield,35.3,30.0,20131.0,Xavier Hernández Creus,12.677934,1.004672,1.0,Ground Pass,42.1,40.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c036086b-c554-4228-86f2-9b1e926eab08,3035,2,00:37:21.944,82,21,30,Pass,186,217,Barcelona,1,Regular Play,217,Barcelona,1.28994,,10367dec-49ef-4782-ab86-47588484d977,,20131,Xavier Hernández Creus,7,Right Wing Back,43.5,42.7,5503.0,Lionel Andrés Messi Cuccittini,14.583552,0.7368925,1.0,Ground Pass,54.3,52.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459b2168-36ba-4879-b345-c8874cf92db5,3038,2,00:37:25.702,82,25,30,Pass,186,217,Barcelona,1,Regular Play,217,Barcelona,0.9043,,000e072a-e39a-4ddc-b095-e56e52c5f3a6,,5503,Lionel Andrés Messi Cuccittini,24,Left Center Forward,68.6,54.1,5246.0,Luis Alberto Suárez Díaz,22.173182,-0.7247697,1.0,Ground Pass,85.2,39.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a415604c-f4ad-4664-b80b-921482630235,3040,2,00:37:26.607,82,26,30,Pass,186,217,Barcelona,1,Regular Play,217,Barcelona,1.2491,,3b32c988-a5a8-4140-9a02-6b9ea4bb977b,,5246,Luis Alberto Suárez Díaz,22,Right Center Forward,85.2,39.4,5470.0,Ivan Rakitić,16.280048,-0.6459581,1.0,Ground Pass,98.2,29.6,106.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984981c4-4657-437e-abfc-fb0a4a1fcbb0,3043,2,00:37:27.856,82,27,30,Pass,186,217,Barcelona,1,Regular Play,217,Barcelona,1.0212,,2d02b214-a203-4a65-bc27-f9dd8a7ec689,,5470,Ivan Rakitić,10,Center Defensive Midfield,97.2,29.8,5246.0,Luis Alberto Suárez Díaz,15.443445,1.1505996,1.0,Ground Pass,103.5,43.9,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,fc2f831d-0edd-43ff-9a10-bb4dc3495fe0,,,,,,,,,,,,,,,,27656a21-5f83-4af6-8ad4-c27f37ceb3d6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eff7508-c083-41df-a97f-ebe8d4fa8f1d,3115,2,00:39:02.297,84,2,30,Pass,190,217,Barcelona,3,From Free Kick,217,Barcelona,2.122993,,12a0823d-122d-4567-b680-8fd20ff85a45,True,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,61.5,43.1,3958.0,Pedro Eliezer Rodríguez Ledesma,40.376354,-1.0639384,1.0,Ground Pass,81.1,7.8,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
