id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,duel,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance,dribble,off_camera,shot,interception,ball_recovery,50_50,foul_won,foul_committed,bad_behaviour,substitution,block,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_switch,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,goalkeeper,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,pass_aerial_won,foul_committed_card_id,foul_committed_card_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_through_ball,pass_assisted_shot_id,pass_goal_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate
e0797984-2b7c-4126-a04f-d34b47969d07,876,1,00:18:43.554,18,43,30,Pass,35,217,Barcelona,3,From Free Kick,217,Barcelona,2.618518,,e0b8f2b0-6930-46af-a44a-86e3931b014b,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,12.7,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,51.939964,-1.0105643,3.0,High Pass,40.3,0.6,True,40.0,Right Foot,62.0,Free Kick,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b42bf49b-9ee5-4421-b8b8-ec5f271e55f3,898,1,00:19:21.088,19,21,30,Pass,37,217,Barcelona,1,Regular Play,217,Barcelona,1.314851,,0b735379-e8bd-4b3c-ad44-39748831bef0,4324,Daniel Alves da Silva,2,Right Back,5.6,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,20.919369,-0.04303561,1.0,Ground Pass,26.5,77.0,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950eaff-5df0-45cd-a2ee-9dfd31fe4d64,908,1,00:19:26.623,19,26,30,Pass,37,217,Barcelona,1,Regular Play,217,Barcelona,0.8923,,967d41e4-1e36-4e06-b15b-004789f81129,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,42.9,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,13.810503,-0.72904766,1.0,Ground Pass,53.2,67.9,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6463282-9e53-4a0f-89f4-195574fadb4c,911,1,00:19:27.555,19,27,30,Pass,37,217,Barcelona,1,Regular Play,217,Barcelona,0.808542,,2616791c-dcaf-4eae-864d-0bf40ba85e63,5246,Luis Alberto Suárez Díaz,23,Center Forward,53.2,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,15.700318,3.1352234,1.0,Ground Pass,37.5,68.0,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa7a4760-aceb-49a2-bd53-b1fbafc7415a,921,1,00:19:32.845,19,32,30,Pass,37,217,Barcelona,1,Regular Play,217,Barcelona,5.972757,,1923249d-5b81-4367-b97d-2072d4b33155,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,47.2,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,87.55987,-0.59117013,3.0,High Pass,119.9,16.0,True,38.0,Left Foot,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783c9f7d-1fb4-4736-b0bd-3b1e74757642,924,1,00:19:58.887,19,58,30,Pass,39,217,Barcelona,7,From Goal Kick,217,Barcelona,3.2166,,5dc34af9-2113-4673-9cef-b9e498620663,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.0,36.1,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,63.745747,-0.26019818,3.0,High Pass,68.6,19.7,,40.0,Right Foot,63.0,Goal Kick,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e3fd048-242c-4703-902f-24dee62c4ebb,927,1,00:20:02.721,20,2,30,Pass,39,217,Barcelona,7,From Goal Kick,217,Barcelona,0.90079,,17b30fd7-9e34-403c-8d96-9fce9bffd0b8,5216,Andrés Iniesta Luján,15,Left Center Midfield,64.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,7.212489,0.29544082,1.0,Ground Pass,71.1,23.1,,38.0,Left Foot,66.0,Recovery,,,,,,,,,,5dc34af9-2113-4673-9cef-b9e498620663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48fa8bf4-3bd1-448c-b493-2fe13a0e6489,932,1,00:20:19.922,20,19,30,Pass,40,217,Barcelona,3,From Free Kick,217,Barcelona,2.24059,,882b13e3-19c6-4e73-9a08-3ea8bae30c95,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,71.4,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,26.806715,2.1919131,1.0,Ground Pass,55.8,44.9,,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed8c4d18-1aa2-41f9-90ed-e582048d6e7a,935,1,00:20:22.731,20,22,30,Pass,40,217,Barcelona,3,From Free Kick,217,Barcelona,1.406741,,0e958d14-5004-4fd7-a2cd-ab63c9136718,5213,Gerard Piqué Bernabéu,3,Right Center Back,57.2,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,26.12164,1.2393608,1.0,Ground Pass,65.7,74.4,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c590825b-1aa2-440f-af56-cf91b71cd2ed,938,1,00:20:25.036,20,25,30,Pass,40,217,Barcelona,3,From Free Kick,217,Barcelona,1.274023,,99e93c05-71cb-4bd9-85e9-9ada6553afa4,4324,Daniel Alves da Silva,2,Right Back,65.7,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,15.952429,-0.13835096,1.0,Ground Pass,81.5,72.2,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,b3a62e07-fbb7-410e-b398-6ccb7634f29f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a4cb0c4-028e-4dd8-a00f-1a044079395d,953,1,00:20:31.351,20,31,30,Pass,42,217,Barcelona,1,Regular Play,217,Barcelona,0.897331,,83c0dc6f-1451-4803-b08d-d8030a935907,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,56.6,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,16.881351,-2.6275897,1.0,Ground Pass,41.9,63.6,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
