id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,out,counterpress,dribble,clearance,interception,off_camera,duel,ball_recovery,foul_committed,foul_won,shot,goalkeeper,block,bad_behaviour,injury_stoppage,substitution,miscontrol,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_through_ball,pass_technique_id,pass_technique_name,clearance_head,clearance_body_part_id,clearance_body_part_name,interception_outcome_id,interception_outcome_name,related_events_4,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,clearance_aerial_won,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,pass_outswinging,shot_first_time,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,pass_no_touch,foul_won_defensive,clearance_right_foot,pass_aerial_won,block_deflection,dribble_overrun,clearance_left_foot,location,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_advantage,foul_won_advantage,block_offensive,pass_goal_assist,shot_one_on_one
5b6d3d5a-52d6-4167-a3e3-2cfe32362925,5,1,00:00:00.720,0,0,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.603436,,6f396e51-26f0-484e-ab39-e6bec3e7ced7,4320,Neymar da Silva Santos Junior,21,Left Wing,61.0,41.0,5503.0,Lionel Andrés Messi Cuccittini,5.813777,1.5019399,1.0,Ground Pass,61.4,46.8,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343e118c-8ecc-4eb5-ad47-735db82347e2,8,1,00:00:01.411,0,1,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.814331,,4ac45e0f-eaf4-4f9e-abf1-6c8f89a6ac6b,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,61.4,45.7,5203.0,Sergio Busquets i Burgos,16.029036,2.9723415,1.0,Ground Pass,45.6,48.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13d91c95-c968-4aa1-86b6-fd8a2099a063,12,1,00:00:03.885,0,3,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.705589,,22e85665-b204-47c7-b503-79741f17b18c,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,41.4,56.1,4324.0,Daniel Alves da Silva,17.561605,1.8005828,1.0,Ground Pass,37.4,73.2,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,35773e23-3d49-4bda-9dbc-5eda47b91f00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434a391b-de7a-4b68-ba44-ec62bc6613c0,15,1,00:00:05.107,0,5,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.300274,,1ad7d9e4-31f3-4a15-8cf9-36e0aec91c1a,4324,Daniel Alves da Silva,2,Right Back,37.7,70.1,5203.0,Sergio Busquets i Burgos,7.547185,-0.5585993,1.0,Ground Pass,44.1,66.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b58d17b3-0ba4-48f1-b6da-b896785cbbd9,19,1,00:00:06.447,0,6,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.525816,,c7b2772f-1d98-4295-9c4b-181e742a7f2d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,44.9,62.5,20131.0,Xavier Hernández Creus,11.1040535,0.90027475,1.0,Ground Pass,51.8,71.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cf93166-0b8b-4b60-86cf-aff94e4619a6,22,1,00:00:08.162,0,8,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,3.984449,,1bfe69de-79cc-4870-9688-b46789be2b44,20131,Xavier Hernández Creus,13,Right Center Midfield,51.1,73.2,6616.0,Munir El Haddadi Mohamed,63.092392,-0.3092199,3.0,High Pass,111.2,54.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,ad4f6b07-78dc-4763-8193-aca76f2fb8d0,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14529045-e964-4ef4-b6cb-4a7bfc18f770,40,1,00:00:36.357,0,36,30,Pass,4,217,Barcelona,4,From Throw In,217,Barcelona,1.378039,,d3310e6a-b18f-4a57-8a5c-5410b19f64ce,4324,Daniel Alves da Silva,2,Right Back,74.0,80.0,6616.0,Munir El Haddadi Mohamed,16.424677,-1.06902,3.0,High Pass,81.9,65.6,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adcd378f-ccb6-449e-85f2-7904942331de,44,1,00:00:38.982,0,38,30,Pass,4,217,Barcelona,4,From Throw In,217,Barcelona,0.9647,,2ffac8a2-bcfe-4336-9d86-65c49f972d24,6616,Munir El Haddadi Mohamed,17,Right Wing,81.0,72.5,5203.0,Sergio Busquets i Burgos,12.343419,-2.4364812,2.0,Low Pass,71.6,64.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759aeebc-f41f-4323-a8f9-a596b5b5d22e,47,1,00:00:40.027,0,40,30,Pass,4,217,Barcelona,4,From Throw In,217,Barcelona,1.08939,,245d9eea-1db6-4ee8-860e-d8f0f2d91c5f,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,71.6,64.7,5503.0,Lionel Andrés Messi Cuccittini,7.7620873,1.953695,2.0,Low Pass,68.7,71.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b39acbba-b31f-4da8-b308-07a072d078bc,50,1,00:00:41.575,0,41,30,Pass,4,217,Barcelona,4,From Throw In,217,Barcelona,1.7189,,906622da-4018-4328-9e35-3c3640107ac7,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,66.9,74.4,5213.0,Gerard Piqué Bernabéu,23.086792,-2.8061442,1.0,Ground Pass,45.1,66.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
