id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,goalkeeper,counterpress,interception,duel,clearance,dribble,out,off_camera,foul_won,shot,miscontrol,foul_committed,ball_recovery,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,pass_cross,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,dribble_overrun,dribble_outcome_id,dribble_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,dribble_nutmeg,related_events_3,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_outswinging,duel_outcome_id,duel_outcome_name,pass_goal_assist,shot_one_on_one
f1454600-7eed-4ac9-86f1-18d86404eb68,13,1,00:00:17.758,0,17,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,0.6251,,60c54c71-bdc7-437e-b64b-42e69210a436,5211,Jordi Alba Ramos,6,Left Back,12.1,0.1,5203.0,Sergio Busquets i Burgos,11.580155,0.9324765,2.0,Low Pass,19.0,9.4,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b36688d9-528b-4994-990d-d2896822bb03,16,1,00:00:18.412,0,18,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,0.9702,,42fa8dfe-22b1-4c48-8748-89daa486f3dd,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,19.2,9.4,5211.0,Jordi Alba Ramos,8.631338,-2.3234193,2.0,Low Pass,13.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152fbe3e-6a7a-43bf-952a-56a51d592208,20,1,00:00:20.157,0,20,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,1.7914,,58efb59b-a111-44ef-87fb-088e6a61af75,5211,Jordi Alba Ramos,6,Left Back,14.0,3.4,,,24.10332,0.016595986,3.0,High Pass,38.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931b22ab-7c1c-48b9-83e8-a84d4147caa1,23,1,00:00:23.725,0,23,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,1.137218,,58efb59b-a111-44ef-87fb-088e6a61af75,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,26.3,17.6,5216.0,Andrés Iniesta Luján,5.9464273,-0.8329813,2.0,Low Pass,30.3,13.2,66.0,Recovery,,,,,,,,,,,,,,,,,,,66c1f0ab-997b-4a2b-bd01-5d112d429da5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c519791a-7c6c-46dd-b95f-748d8a72a0cc,26,1,00:00:27.385,0,27,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,2.4486,,1c27420f-1367-45ed-988e-d7713bbf3d47,5216,Andrés Iniesta Luján,15,Left Center Midfield,36.5,19.9,4324.0,Daniel Alves da Silva,37.41337,1.5440648,1.0,Ground Pass,37.5,57.3,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a228b68-3a3a-49c4-91af-636d908a257c,29,1,00:00:32.053,0,32,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,1.0365,,6de8471a-ada0-4b28-b046-f46282fb184d,4324,Daniel Alves da Silva,2,Right Back,46.0,61.8,5503.0,Lionel Andrés Messi Cuccittini,17.280046,0.9249804,1.0,Ground Pass,56.4,75.6,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5ff3cb1-f7e0-4ccd-abe7-e6a1809b5188,32,1,00:00:33.120,0,33,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,0.9196,,8af3988c-17c1-4930-ae89-068bb47738e1,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,53.9,75.5,4324.0,Daniel Alves da Silva,11.574541,-2.4479606,1.0,Ground Pass,45.0,68.1,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7aa682a4-882e-49b8-af63-50cf067217a1,35,1,00:00:35.839,0,35,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,1.3702,,33a7dc75-401c-4207-bd20-df6b5b9705c1,4324,Daniel Alves da Silva,2,Right Back,45.1,68.1,5213.0,Gerard Piqué Bernabéu,22.909388,-2.1636415,1.0,Ground Pass,32.3,49.1,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15c6456c-275b-40b1-a938-820fa3365302,38,1,00:00:38.026,0,38,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,1.7041,,618e6249-153f-4d7b-8be2-8ba9c21f0053,5213,Gerard Piqué Bernabéu,3,Right Center Back,32.3,49.1,5506.0,Javier Alejandro Mascherano,32.477993,-1.3818547,1.0,Ground Pass,38.4,17.2,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e1ee0f5-18d4-437d-940f-8f86e74ef38c,41,1,00:00:45.591,0,45,30,Pass,3,217,Barcelona,4,From Throw In,217,Barcelona,1.6458,,e201acdb-7b42-4fb0-8bed-a583f8ac4e2d,5506,Javier Alejandro Mascherano,5,Left Center Back,52.6,24.7,5213.0,Gerard Piqué Bernabéu,31.58354,1.6786563,1.0,Ground Pass,49.2,56.1,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
