id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,duel,interception,dribble,foul_committed,foul_won,off_camera,clearance,ball_recovery,out,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,miscontrol,50_50,substitution,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name
048d35e5-6724-46a5-a6a8-49c20f16f181,1717,2,00:04:23.137,49,23,30,Pass,94,217,Barcelona,1,Regular Play,217,Barcelona,1.4253,,06fe016b-8c9d-4ba9-ade6-ff12207fdfa9,5211,Jordi Alba Ramos,6,Left Back,64.5,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763f0e1-432d-49f8-9df3-3230ba2f50b7,4320.0,Neymar da Silva Santos Junior,13.146102,0.08377294,1.0,Ground Pass,77.6,30.3,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,
c2977735-fb25-4200-bf1a-699c0cabb4fc,1720,2,00:04:24.895,49,24,30,Pass,94,217,Barcelona,1,Regular Play,217,Barcelona,0.923028,,1e2f9cab-349b-4fd3-b994-e417aa8e1a66,4320,Neymar da Silva Santos Junior,21,Left Wing,77.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,10.733592,1.9426523,1.0,Ground Pass,73.7,40.3,40.0,Right Foot,,,,,,,,,,,,,,,
2145bce3-1cb7-44d1-a244-908c93699084,1723,2,00:04:26.386,49,26,30,Pass,94,217,Barcelona,1,Regular Play,217,Barcelona,0.837646,,04c3565d-8cf2-4b59-9cb4-d7063311374a,20131,Xavier Hernández Creus,15,Left Center Midfield,73.7,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,10.264989,0.61232215,1.0,Ground Pass,82.1,46.2,40.0,Right Foot,,,,,,,,,,,,,,,
2a06af4e-5c7e-4c39-9c4d-b92a9e8d3fe4,1726,2,00:04:27.264,49,27,30,Pass,94,217,Barcelona,1,Regular Play,217,Barcelona,0.687586,,d6f7472a-2a46-4389-bd1e-86d8228d27f3,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,82.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,8.5906925,2.9304993,1.0,Ground Pass,73.7,48.0,38.0,Left Foot,,,,,,,,,,,,,,,
ebd508d0-e1bd-4653-a59f-d470e780b9c5,1728,2,00:04:27.951,49,27,30,Pass,94,217,Barcelona,1,Regular Play,217,Barcelona,3.2613,,34cf16e5-9d82-4208-86fd-057d491717f4,5470,Ivan Rakitić,13,Right Center Midfield,73.7,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e0b3bc6-f52d-4e1a-9977-445cc5b4d99c,5246.0,Luis Alberto Suárez Díaz,38.013813,-1.113031,3.0,High Pass,90.5,13.9,40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,
6d82a383-b792-4075-9574-21aff6c642f1,1734,2,00:04:33.270,49,33,30,Pass,94,217,Barcelona,1,Regular Play,217,Barcelona,1.5745,,5268b10e-afcd-4989-b159-2e5c73e8fe52,5211,Jordi Alba Ramos,6,Left Back,70.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b234e3f0-9bce-49a1-9903-1035dd4219dc,5246.0,Luis Alberto Suárez Díaz,13.192801,-0.4636476,3.0,High Pass,82.3,14.1,38.0,Left Foot,66.0,Recovery,,,,9.0,Incomplete,,,,,,,,
39b8d892-e0f5-440c-a856-60d85ba05c64,1785,2,00:05:56.813,50,56,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,0.820834,,004d42c6-2622-4337-af0b-dc667248aee3,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,15.8,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c114851f-801b-4f99-807b-ba32c699a4f2,20131.0,Xavier Hernández Creus,14.629422,-1.0796328,2.0,Low Pass,22.7,32.9,37.0,Head,66.0,Recovery,,,,,,,,,,,,,
02bf6f56-1874-4509-8420-5eab58d58fee,1787,2,00:05:58.149,50,58,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,0.399822,,51e5beaf-a602-4d2c-a3f9-fb7b3cb7f815,20131,Xavier Hernández Creus,15,Left Center Midfield,22.7,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,14.948579,1.1940167,2.0,Low Pass,28.2,46.8,37.0,Head,,,,,,,,,,,,,,,
e4c047c8-b9b1-4497-9560-581a97cc5f5b,1790,2,00:05:58.589,50,58,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,3.399804,,4d5baa24-bb19-4654-8832-47dab5b72502,5470,Ivan Rakitić,13,Right Center Midfield,28.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,41.34368,-0.8813228,2.0,Low Pass,54.5,14.9,40.0,Right Foot,,,,,,,,,,,,,,,
5aff2b31-129a-4112-95c1-b8b019fb9477,1793,2,00:06:02.016,51,2,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,2.006155,,3708df69-7dd4-4a56-8d2a-d8eb9c4a6453,5246,Luis Alberto Suárez Díaz,23,Center Forward,54.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,24.876093,-0.28106055,1.0,Ground Pass,78.4,8.0,38.0,Left Foot,,,,,,,,,,,,,,,
