id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,clearance,out,dribble,counterpress,duel,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,ball_recovery,foul_committed,foul_won,block,substitution,injury_stoppage,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,related_events_2,foul_committed_card_id,foul_committed_card_name,pass_cross,interception_outcome_id,interception_outcome_name,related_events,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,related_events_3,dribble_outcome_id,dribble_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_head,foul_committed_advantage,foul_won_defensive,foul_won_advantage,dribble_overrun,related_events_4,related_events_5,pass_switch,dribble_nutmeg,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_cut_back,pass_straight,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_goal_assist,shot_first_time
c03883c4-eec9-421e-8123-dd610bcb84d0,2180,2,00:10:01.980,55,1,30,Pass,109,217,Barcelona,1,Regular Play,217,Barcelona,1.295206,,d544f50d-be6d-4c9a-a62d-f107042a9e1c,,5211,Jordi Alba Ramos,6,Left Back,18.2,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,11.963277,2.2377045,1.0,Ground Pass,10.8,30.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4fe46bf-5f7c-4f74-bc31-3cd7e3b47314,2183,2,00:10:03.355,55,3,30,Pass,109,217,Barcelona,1,Regular Play,217,Barcelona,1.127679,,434b2767-b919-4ac0-8e31-9ae4a0726268,,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,10.8,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,8.6884985,-0.20868176,1.0,Ground Pass,19.3,28.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd94eb2c-14b8-455a-9861-c2ff97365726,2186,2,00:10:04.523,55,4,30,Pass,109,217,Barcelona,1,Regular Play,217,Barcelona,0.866623,,14c87197-d892-4ca9-b45a-7ab6784d6607,,7068,Marc Bartra Aregall,5,Left Center Back,19.4,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,9.304837,-1.5385494,1.0,Ground Pass,19.7,19.5,40.0,Right Foot,fafa3906-81fc-42e0-85ce-2815b0d9e606,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502d42d5-dcab-4bc0-9d65-81b97c909525,2196,2,00:10:33.136,55,33,30,Pass,111,217,Barcelona,7,From Goal Kick,217,Barcelona,2.590469,,c70f203c-c0ac-425a-a362-70d83697bc53,True,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,19.121193,-1.6178819,1.0,Ground Pass,5.1,16.9,40.0,Right Foot,,,,,,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98fd13ce-ff6c-4dd6-b712-4245ed195c62,2198,2,00:10:37.575,55,37,30,Pass,111,217,Barcelona,7,From Goal Kick,217,Barcelona,3.2926,,af1de53e-0131-4646-be19-f4e2b2569e51,,7068,Marc Bartra Aregall,5,Left Center Back,5.1,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,58.237873,0.67956793,3.0,High Pass,50.4,57.4,40.0,Right Foot,cd46b6c1-aa92-4a22-9a2c-2fc2b9be77e3,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4db7b14a-f351-42dd-8c28-3a5ff7fc50de,2205,2,00:10:44.691,55,44,30,Pass,111,217,Barcelona,7,From Goal Kick,217,Barcelona,0.849394,,b7fdd43c-97e7-442f-ac1c-7231b4945805,,6593,Martín Montoya Torralbo,2,Right Back,24.1,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,9.420191,-0.15991312,2.0,Low Pass,33.4,54.3,40.0,Right Foot,c3cf9366-1143-44b7-ab6f-df2e7e702bdf,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cd11821-7379-430c-9442-abea13ff92b3,2208,2,00:10:45.700,55,45,30,Pass,111,217,Barcelona,7,From Goal Kick,217,Barcelona,1.077905,,0688e9bb-075d-4f51-a88d-65aad2fe95fd,,20131,Xavier Hernández Creus,15,Left Center Midfield,33.4,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,6.1,1.5707964,1.0,Ground Pass,33.4,60.4,40.0,Right Foot,72024b05-226a-4854-a10a-ac440e4fc3ac,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cf2e713-cc99-4283-9acf-7b56655c426d,2233,2,00:11:33.411,56,33,30,Pass,114,217,Barcelona,7,From Goal Kick,217,Barcelona,2.986765,,4ec70ce6-2480-463e-a8e8-7d977a6f604e,True,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,51.042435,-0.43911266,3.0,High Pass,52.2,22.3,40.0,Right Foot,,,,,,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a11f511-4e4e-48b2-b0ec-5516c442cd0d,2237,2,00:12:26.554,57,26,30,Pass,115,217,Barcelona,3,From Free Kick,217,Barcelona,1.106623,,8198365f-dc92-4737-bbfe-5b81c7a935b5,,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,52.2,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,10.526158,-0.24958692,1.0,Ground Pass,62.4,19.7,40.0,Right Foot,,,,,,,,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22d7750c-c0ca-4440-88f1-98c4ea512405,2240,2,00:12:29.764,57,29,30,Pass,115,217,Barcelona,3,From Free Kick,217,Barcelona,0.716002,,2d7da9ba-32b1-4e90-a3d1-d5613dfecf8e,,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,63.5,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,12.060266,-1.2936356,1.0,Ground Pass,66.8,5.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
