id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,related_events,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,shot_end_location_2
8e3e203d-0c87-47e9-a80d-b8733a0043aa,3507,2,00:40:08.477,85,8,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.076017,,f749d2eb-c8cf-4911-9fc8-1c3d1d3d0165,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,73.4,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,12.549502,-0.85871285,2.0,Low Pass,81.6,50.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cfeebd8-2385-4dc6-ab35-5aa1277c0d38,3511,2,00:40:10.882,85,10,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.314653,,25cfbe38-06ad-4907-8021-880a9e89782e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.5,51.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ce9b70a-afac-42be-9bbd-22cd08c78313,,,3958.0,Pedro Eliezer Rodríguez Ledesma,21.892921,1.0601486,1.0,Ground Pass,90.2,70.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4ee222e-730b-4898-acbd-f40c22f26056,3515,2,00:40:14.728,85,14,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.904228,,782c466d-92b5-4c15-8f8a-fe329857e3fa,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,97.5,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,25.266975,-3.0265648,1.0,Ground Pass,72.4,65.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a2a4351-f4f9-4409-bd25-4d103006fd62,3518,2,00:40:19.031,85,19,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,0.690516,,c322e17f-343d-4f0d-b0a8-e99e23755334,4324,Daniel Alves da Silva,2,Right Back,89.9,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,7.5894666,-1.2490457,1.0,Ground Pass,92.3,59.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c44a675-2193-4e1d-a482-f6b3eb955d18,3521,2,00:40:20.911,85,20,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,0.779391,,b8657081-dcae-4edd-b0b1-468c2865e6b8,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,92.3,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,9.330059,-1.9094944,1.0,Ground Pass,89.2,51.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682a38db-9173-4b10-9fb5-696f6381b693,3525,2,00:40:22.565,85,22,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,2.411772,,b04a63a6-422a-4bfa-b2cd-4dd7a7033b40,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,89.6,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9c25314-22b1-4303-ad5a-92c0abddb2a2,,,4320.0,Neymar da Silva Santos Junior,25.849566,-0.5815649,3.0,High Pass,111.2,37.2,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e4c4199-97c1-4bdd-afa4-5826036335f6,3532,2,00:40:42.984,85,42,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.518582,,7a4174b5-9ecf-4430-a1d7-751d1ca26aa6,5211,Jordi Alba Ramos,6,Left Back,25.8,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,22.032022,2.417212,1.0,Ground Pass,9.3,34.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606056b4-2c15-432f-b26c-922e7fabed6c,3535,2,00:40:46.150,85,46,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.642035,,9801ec0b-31cd-477d-97c1-c90ce97ba782,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,9.3,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,13.682105,0.66104317,1.0,Ground Pass,20.1,42.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9bbdeca-8c84-47f4-8374-554c1a1efc4e,3538,2,00:40:49.280,85,49,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.569336,,1c02d0a4-5dc5-4b7f-89c8-6bb7b53ac956,5213,Gerard Piqué Bernabéu,3,Right Center Back,26.7,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,17.448496,0.07457409,1.0,Ground Pass,44.1,48.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a8c72bf-303c-4ac4-90aa-f3bb2132b974,3541,2,00:40:51.406,85,51,30,Pass,150,217,Barcelona,1,Regular Play,217,Barcelona,1.354897,,04fa9fab-fb47-458e-9df6-2f35b708238e,20131,Xavier Hernández Creus,15,Left Center Midfield,44.1,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,17.81011,1.7858112,1.0,Ground Pass,40.3,65.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
