id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,clearance,shot,goalkeeper,duel,counterpress,off_camera,ball_receipt,out,interception,dribble,foul_committed,foul_won,block,ball_recovery,50_50,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_switch,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_3,pass_miscommunication,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,interception_outcome_id,interception_outcome_name,related_events_4,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_end_location_2,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_aerial_won,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,pass_goal_assist
82e34299-0b10-4e29-a56e-d71866dd6c3d,16,1,00:00:29.067,0,29,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,2.379448,,225826d6-1b53-4ab6-8996-f2709f5614c5,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.0,36.0,5211.0,Jordi Alba Ramos,48.193153,-0.717854,3.0,High Pass,42.3,4.3,40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b87a32fb-d485-4fba-857a-96411b59d8df,19,1,00:00:32.511,0,32,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,1.725699,,81d2f805-775e-4913-ad9f-b48251d3576a,5211,Jordi Alba Ramos,6,Left Back,42.3,4.3,10609.0,Jérémy Mathieu,22.300898,2.9292467,1.0,Ground Pass,20.5,9.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcf17a4e-f64d-484f-9b70-a39b82e88b58,22,1,00:00:39.110,0,39,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,1.019829,,ece76439-e1a7-498f-87d4-d7a185099502,10609,Jérémy Mathieu,5,Left Center Back,32.7,13.8,5211.0,Jordi Alba Ramos,11.1731825,-0.7980557,1.0,Ground Pass,40.5,5.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60e43ee1-b38a-4686-8a9f-c86848d4c849,25,1,00:00:40.170,0,40,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,0.8337,,c7253566-4373-49cc-90dd-dc4086918842,5211,Jordi Alba Ramos,6,Left Back,40.6,5.6,10609.0,Jérémy Mathieu,12.20041,2.754998,2.0,Low Pass,29.3,10.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73a3b4ea-d6e3-487e-aa1b-c9d8d4588282,28,1,00:00:42.664,0,42,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,2.330559,,523ca11b-6707-4dd7-8c01-13fb61a2d5eb,10609,Jérémy Mathieu,5,Left Center Back,26.8,11.2,4691.0,Claudio Andrés Bravo Muñoz,26.900187,2.3088615,1.0,Ground Pass,8.7,31.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff4fec95-e6ea-4600-8918-4c0059c9e6d9,32,1,00:00:46.490,0,46,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,2.6004,,f2785093-c4b1-4555-b356-ca6115bcae6e,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.7,35.6,4324.0,Daniel Alves da Silva,47.57489,1.0026162,3.0,High Pass,34.3,75.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8c1ba28-755f-4e26-b7ba-9429fd7b3087,34,1,00:00:49.091,0,49,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,1.8389,,e35e6a3e-1ee2-4b03-868b-d93953093230,4324,Daniel Alves da Silva,2,Right Back,36.5,75.4,5213.0,Gerard Piqué Bernabéu,20.349447,-2.6669564,2.0,Low Pass,18.4,66.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee976fe0-87af-43e0-834c-515f45d853eb,38,1,00:00:51.850,0,51,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,2.0668,,70345528-0ae6-473d-8049-6ac363086180,5213,Gerard Piqué Bernabéu,3,Right Center Back,15.0,65.0,4691.0,Claudio Andrés Bravo Muñoz,22.611944,-2.0839086,1.0,Ground Pass,3.9,45.3,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,cb69e969-73b9-4c97-82d8-ceebc548d5cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fe7568f-317b-4fd9-84ca-189617aa4be6,41,1,00:00:54.828,0,54,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,1.696466,,410a778f-fc1e-4766-89d3-b9ea04f7fb5e,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,4.1,41.5,10609.0,Jérémy Mathieu,31.264196,-1.4682633,2.0,Low Pass,7.3,10.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75f53afd-4092-42cf-b755-9dbb0c9104b3,44,1,00:00:59.899,0,59,30,Pass,3,217,Barcelona,7,From Goal Kick,217,Barcelona,1.1902,,02d3a52d-0039-4c8f-9492-8ec5390e52c5,10609,Jérémy Mathieu,5,Left Center Back,21.3,8.2,5216.0,Andrés Iniesta Luján,17.87652,0.23141098,1.0,Ground Pass,38.7,12.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
