id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,clearance,duel,dribble,interception,out,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,foul_won,off_camera,foul_committed,50_50,ball_recovery,substitution,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_4,related_events_5,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_6,related_events_7,pass_switch,interception_outcome_id,interception_outcome_name,related_events,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name
e9324a78-450e-4aef-a902-0a56b8683479,3228,2,00:41:18.094,86,18,30,Pass,166,217,Barcelona,4,From Throw In,217,Barcelona,1.136185,,4e2924c0-eea2-4c75-ad44-8bc0bf78760e,22102,Adriano Correia Claro,6,Left Back,27.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,15.823085,0.3957634,2.0,Low Pass,42.0,6.2,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f256f02-a005-4725-a936-10c6126ec322,3251,2,00:41:34.411,86,34,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,1.380393,,c3a90b15-c492-48f7-8c0f-657ea2deca40,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,16.5,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,14.201408,-1.5848799,2.0,Low Pass,16.3,28.1,66.0,Recovery,,def56ac9-5fda-4f2b-97c9-f14d0636b7aa,,,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb46814d-b6ba-4f17-a119-953774cde875,3254,2,00:41:38.611,86,38,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,1.407383,,5c4ede79-d892-4de5-ae03-85bb510e0f59,5216,Andrés Iniesta Luján,15,Left Center Midfield,36.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,23.992706,0.5382751,1.0,Ground Pass,56.6,39.1,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10e50aa8-f03b-4d97-8b2a-9e6c3e93dcb5,3257,2,00:41:40.687,86,40,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,0.904436,,64041835-211c-46d1-8406-de9f36641e2f,4320,Neymar da Silva Santos Junior,21,Left Wing,55.8,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,34.061855,0.57415986,1.0,Ground Pass,84.4,56.7,,,,,,,,,40.0,Right Foot,9f478fa4-8368-4c08-b78e-a2a620b1ed18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282e95d3-da39-46a8-85f9-1cd51591c425,3269,2,00:42:16.651,87,16,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,0.312984,,e74a03b5-31ba-45dc-94dd-75eba6484117,22102,Adriano Correia Claro,6,Left Back,43.0,22.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,7.902531,1.5961074,2.0,Low Pass,42.8,30.2,66.0,Recovery,,e9bbfd5f-6d71-43f9-a1dd-8830469594ed,,,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bd08b85-0ffe-482d-b973-6d5d53648980,3273,2,00:42:17.244,87,17,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,0.821372,,2e26dfc2-9a5b-4ae5-981f-795377fdb44d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,43.4,30.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,10.090095,-2.797902,1.0,Ground Pass,33.9,27.4,,,,46b9418b-5a98-4409-8cae-db57159b732a,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678d5e7d-68cc-495b-914d-8f12c62bce39,3276,2,00:42:18.297,87,18,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,2.0122,,46b9418b-5a98-4409-8cae-db57159b732a,5506,Javier Alejandro Mascherano,5,Left Center Back,34.8,26.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,31.302555,0.012778857,3.0,High Pass,66.1,27.2,,,,864a6b18-74de-4da3-a1c5-688e6818fbd0,a8e28d85-bc23-4a1b-99a1-f6d23c015a8f,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,
b086cf56-1193-4f68-9151-e7da13c0516e,3294,2,00:42:31.562,87,31,30,Pass,172,217,Barcelona,1,Regular Play,217,Barcelona,0.792552,,59297f09-2f75-410e-b166-38e3aaa5888b,22102,Adriano Correia Claro,6,Left Back,29.7,15.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,11.901681,1.5876014,1.0,Ground Pass,29.5,27.2,,,,c9e2c457-c5ca-4035-93c8-90f791b989e1,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c0fadf1-057e-4000-a771-5b4f3b2713ca,3298,2,00:42:36.755,87,36,30,Pass,172,217,Barcelona,1,Regular Play,217,Barcelona,0.747998,,8bcd7c07-7776-4e9b-9e86-8e647f5c90e0,5506,Javier Alejandro Mascherano,5,Left Center Back,44.3,3.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,15.245327,3.003406,1.0,Ground Pass,29.2,5.4,,,,99a7fd17-574c-4cf8-9ef5-b92eb569c3b9,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a73f0656-b16a-49ad-aaae-e49800050239,3301,2,00:42:39.558,87,39,30,Pass,172,217,Barcelona,1,Regular Play,217,Barcelona,1.401244,,2b6f1534-f040-411d-bb06-335ecc82a2ee,22102,Adriano Correia Claro,6,Left Back,21.6,5.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,26.88215,2.136099,1.0,Ground Pass,7.2,28.1,,,,99a7fd17-574c-4cf8-9ef5-b92eb569c3b9,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
