id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,interception,duel,dribble,out,clearance,shot,goalkeeper,foul_won,ball_recovery,foul_committed,block,50_50,miscontrol,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_cross,pass_switch,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_end_location_2,shot_first_time
3c9fbcb8-dc40-4519-9f63-57e6f014ad7c,2162,2,00:07:26.840,52,26,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.62527,,929dc8ba-648b-48f1-b123-28121d99a8c8,,5211,Jordi Alba Ramos,6,Left Back,82.0,7.2,5506.0,Javier Alejandro Mascherano,21.892921,2.081444,1.0,Ground Pass,71.3,26.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99917f6f-9b45-46a5-ab36-681ffad771df,2165,2,00:07:30.026,52,30,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.761454,,221c7070-7698-45bb-8414-a8fd8ac53a77,,5506,Javier Alejandro Mascherano,5,Left Center Back,70.3,32.2,5203.0,Sergio Busquets i Burgos,14.666969,0.09559812,1.0,Ground Pass,84.9,33.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baef3c26-b395-4c05-b9e2-c9edd33fe877,2169,2,00:07:32.044,52,32,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,2.506178,,0c6133b8-6a97-4c4d-97ae-662ec1327b7b,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,87.8,35.8,4324.0,Daniel Alves da Silva,40.403095,1.1636297,3.0,High Pass,103.8,72.9,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,31a22180-6b64-4eab-b083-b745f7217c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3eebef1b-e4a5-4e68-abdb-316de2afa5ad,2172,2,00:07:36.135,52,36,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,2.013444,,18ccfd93-f9a5-4fa0-8e66-10a054598037,,4324,Daniel Alves da Silva,2,Right Back,103.5,73.3,4320.0,Neymar da Silva Santos Junior,49.016937,-1.4254371,3.0,High Pass,110.6,24.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7c43792-5030-4b26-a7cc-9597a1f98d4f,2177,2,00:07:44.711,52,44,30,Pass,103,217,Barcelona,4,From Throw In,217,Barcelona,0.768266,,eadd1782-b520-4266-8b3b-4fee4cb8c2c0,,5211,Jordi Alba Ramos,6,Left Back,104.7,0.1,4320.0,Neymar da Silva Santos Junior,11.673046,2.0229502,2.0,Low Pass,99.6,10.6,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943f0d4-7188-4681-b871-9ad537d88aee,2180,2,00:07:45.538,52,45,30,Pass,103,217,Barcelona,4,From Throw In,217,Barcelona,0.707015,,fcca3e00-38ef-4a64-826f-9d82ba677307,,4320,Neymar da Silva Santos Junior,21,Left Wing,99.6,10.6,5211.0,Jordi Alba Ramos,9.343447,-0.73997486,2.0,Low Pass,106.5,4.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16e44b56-f26c-4854-9fe6-ace6f7af3554,2183,2,00:07:47.127,52,47,30,Pass,103,217,Barcelona,4,From Throw In,217,Barcelona,0.876467,,2da075db-4be7-492b-98a0-f54089250ade,,5211,Jordi Alba Ramos,6,Left Back,106.5,4.3,4320.0,Neymar da Silva Santos Junior,10.630146,3.0662637,1.0,Ground Pass,95.9,5.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd11654b-102d-46cd-a3db-7b33d4da909a,2186,2,00:07:48.901,52,48,30,Pass,103,217,Barcelona,4,From Throw In,217,Barcelona,0.930723,,87b5f441-bd86-40b1-b7a6-0dcec073b3c4,,4320,Neymar da Silva Santos Junior,21,Left Wing,94.9,4.5,5216.0,Andrés Iniesta Luján,23.226063,1.6181747,1.0,Ground Pass,93.8,27.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04962813-7ede-4a19-b49f-4d103addebca,2190,2,00:07:50.634,52,50,30,Pass,103,217,Barcelona,4,From Throw In,217,Barcelona,0.8996,,299f919c-e99b-4c21-9e81-1e385ccc5d0c,,5216,Andrés Iniesta Luján,15,Left Center Midfield,93.8,27.7,5246.0,Luis Alberto Suárez Díaz,12.700394,-0.007873853,1.0,Ground Pass,106.5,27.6,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,d2a89e97-8da1-4bab-989e-d56c01ea9d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96a7bf37-948e-49dd-b627-baf5b6749f63,2194,2,00:07:53.000,52,53,30,Pass,103,217,Barcelona,4,From Throw In,217,Barcelona,0.8273,,46dc3f71-9b28-4166-9dcb-0c6c65b50783,,5246,Luis Alberto Suárez Díaz,23,Center Forward,113.3,31.3,5503.0,Lionel Andrés Messi Cuccittini,9.535198,1.7393932,2.0,Low Pass,111.7,40.7,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,b9e0906c-1cb7-42f3-9f11-a60fd4d62a10,,,,,,,,,,f9996e0e-2621-44f3-b9ec-07236ed0028d,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
