id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,clearance,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,duel,counterpress,off_camera,ball_receipt,out,interception,dribble,foul_committed,foul_won,block,ball_recovery,50_50,substitution,bad_behaviour,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_type_id,pass_type_name,related_events_2,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events
edb957b9-fd92-4b17-ae61-4725621e80da,1453,1,00:30:03.663,30,3,23,Goal Keeper,56,217,Barcelona,3,From Free Kick,213,Sevilla,0.0,,7e477923-cb7b-44d8-86ef-584a9f98f01a,6823,Sergio Rico González,1,Goalkeeper,1.0,39.8,,,,,,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e87f55b-823c-409f-a1d6-8b8daeae712c,1469,1,00:31:12.486,31,12,2,Ball Recovery,58,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,38c87be6-3419-40e8-a97d-38fa961506eb,5211,Jordi Alba Ramos,6,Left Back,48.4,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8076167d-b965-4d30-a635-52a14a68cf8e,1470,1,00:31:12.486,31,12,43,Carry,58,217,Barcelona,1,Regular Play,217,Barcelona,2.1377,,1e87f55b-823c-409f-a1d6-8b8daeae712c,5211,Jordi Alba Ramos,6,Left Back,48.4,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63255961-0f2b-46b5-89d2-a34cafcb2405,34.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63255961-0f2b-46b5-89d2-a34cafcb2405,1471,1,00:31:14.623,31,14,30,Pass,58,217,Barcelona,1,Regular Play,217,Barcelona,3.60667,,300e933e-3711-4b89-bfc6-b665b97988d0,5211,Jordi Alba Ramos,6,Left Back,34.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,32.51292,2.6724432,1.0,Ground Pass,5.6,22.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300e933e-3711-4b89-bfc6-b665b97988d0,1472,1,00:31:18.230,31,18,42,Ball Receipt*,58,217,Barcelona,1,Regular Play,217,Barcelona,,,63255961-0f2b-46b5-89d2-a34cafcb2405,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,5.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef9bcdb9-83f7-4183-9054-b807f89fac46,1473,1,00:31:18.230,31,18,43,Carry,58,217,Barcelona,1,Regular Play,217,Barcelona,0.04003,,300e933e-3711-4b89-bfc6-b665b97988d0,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,5.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c1f554e-6ab4-450a-9476-519ee95e6b46,5.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1f554e-6ab4-450a-9476-519ee95e6b46,1474,1,00:31:18.270,31,18,30,Pass,58,217,Barcelona,1,Regular Play,217,Barcelona,3.4231,,b5001294-9225-45dc-9be4-f88e7abaeabf,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,5.6,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.603558,0.1323221,3.0,High Pass,62.7,29.8,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5001294-9225-45dc-9be4-f88e7abaeabf,1475,1,00:31:21.693,31,21,9,Clearance,58,217,Barcelona,1,Regular Play,213,Sevilla,0.0,,5c1f554e-6ab4-450a-9476-519ee95e6b46,3637,Grzegorz Krychowiak,15,Left Center Midfield,57.4,50.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49502e0c-7025-4305-96c6-1d60dc460751,1476,1,00:31:22.430,31,22,30,Pass,58,217,Barcelona,1,Regular Play,217,Barcelona,2.3678,,98b809aa-5b7b-4bc9-bfd7-0ad8e94c7265,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,47.8,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,18.248287,0.47835243,2.0,Low Pass,64.0,41.5,37.0,Head,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98b809aa-5b7b-4bc9-bfd7-0ad8e94c7265,1477,1,00:31:24.798,31,24,42,Ball Receipt*,58,217,Barcelona,1,Regular Play,217,Barcelona,,,49502e0c-7025-4305-96c6-1d60dc460751,5470,Ivan Rakitić,13,Right Center Midfield,64.0,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
