id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,off_camera,under_pressure,dribble,ball_receipt,counterpress,interception,clearance,foul_committed,foul_won,shot,goalkeeper,duel,out,block,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,related_events,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_committed_advantage,foul_won_advantage,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_cross,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,pass_switch,pass_inswinging,pass_technique_id,pass_technique_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_aerial_won,block_offensive,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging
9d41480e-8a1e-4966-a095-2b00322a15df,2054,2,00:05:57.705,50,57,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.850896,,2aab8af3-3e7a-4b26-9cfd-5f71b107879a,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,60.0,40.0,5216.0,Andrés Iniesta Luján,2.596151,-1.8438051,1.0,Ground Pass,59.3,37.5,40.0,Right Foot,65.0,Kick Off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2aab8af3-3e7a-4b26-9cfd-5f71b107879a,2055,2,00:05:58.556,50,58,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,9d41480e-8a1e-4966-a095-2b00322a15df,5216,Andrés Iniesta Luján,15,Left Center Midfield,59.3,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4cacf1e-1400-464e-877a-b8669c72ee03,2056,2,00:06:01.920,51,1,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.948083,,556957c1-6393-4a55-9112-a075341002f1,5216,Andrés Iniesta Luján,15,Left Center Midfield,57.9,28.5,20131.0,Xavier Hernández Creus,21.339634,1.509839,1.0,Ground Pass,59.2,49.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556957c1-6393-4a55-9112-a075341002f1,2057,2,00:06:02.868,51,2,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,f4cacf1e-1400-464e-877a-b8669c72ee03,20131,Xavier Hernández Creus,13,Right Center Midfield,59.2,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838724f3-cbf0-4b2a-ba1c-80fc47b90fdb,2058,2,00:06:02.868,51,2,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,2.235517,,2bedf571-c1a5-47a6-964e-63b36a16c918,20131,Xavier Hernández Creus,13,Right Center Midfield,59.2,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556957c1-6393-4a55-9112-a075341002f1,64.7,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bedf571-c1a5-47a6-964e-63b36a16c918,2059,2,00:06:05.103,51,5,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.2601,,4353d26b-264b-4dd1-8ee4-5b7d2f01fe68,20131,Xavier Hernández Creus,13,Right Center Midfield,64.7,44.0,5216.0,Andrés Iniesta Luján,16.237303,-1.6385934,1.0,Ground Pass,63.6,27.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93a180ba-20b9-4d74-9aab-c6aedd498f5c,2060,2,00:06:05.987,51,5,17,Pressure,103,217,Barcelona,9,From Kick Off,220,Real Madrid,0.9297,,4353d26b-264b-4dd1-8ee4-5b7d2f01fe68,5463,Luka Modrić,9,Right Defensive Midfield,52.6,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2b3fb2c-afe0-4c4d-82fd-81eafa85dd3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353d26b-264b-4dd1-8ee4-5b7d2f01fe68,2061,2,00:06:06.363,51,6,42,Ball Receipt*,103,217,Barcelona,9,From Kick Off,217,Barcelona,,,2bedf571-c1a5-47a6-964e-63b36a16c918,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.6,27.8,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,93a180ba-20b9-4d74-9aab-c6aedd498f5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2b3fb2c-afe0-4c4d-82fd-81eafa85dd3b,2062,2,00:06:06.363,51,6,43,Carry,103,217,Barcelona,9,From Kick Off,217,Barcelona,0.744,,4353d26b-264b-4dd1-8ee4-5b7d2f01fe68,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.6,27.8,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,4c96ca9b-4887-4198-815f-eaa99c3a4660,61.8,29.3,93a180ba-20b9-4d74-9aab-c6aedd498f5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c96ca9b-4887-4198-815f-eaa99c3a4660,2063,2,00:06:07.107,51,7,30,Pass,103,217,Barcelona,9,From Kick Off,217,Barcelona,1.103267,,d922bd79-6f1a-43a8-90ff-7d27c0dd4fcd,5216,Andrés Iniesta Luján,15,Left Center Midfield,61.8,29.3,5213.0,Gerard Piqué Bernabéu,24.352617,2.1485486,1.0,Ground Pass,48.5,49.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
