id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,clearance,counterpress,dribble,duel,interception,off_camera,out,foul_won,block,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,ball_recovery,foul_committed,miscontrol,50_50,bad_behaviour,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,interception_outcome_id,interception_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,foul_won_defensive,player,position
c7de94fc-abfa-4f12-9a7a-5d575b8123e0,3284,2,00:41:40.800,86,40,23,Goal Keeper,155,217,Barcelona,1,Regular Play,212,Atlético Madrid,0.0,,daeccb67-1809-442f-8552-b59aaf53c844,7069.0,Miguel Ángel Moyà Rumbo,1.0,Goalkeeper,3.0,39.3,,,,,,,,,,,,,,,44.0,Set,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d90fc4a2-afbf-4b98-9556-9fc6f8a56fa0,3285,2,00:43:11.095,88,11,19,Substitution,155,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,6998.0,Rafael Alcântara do Nascimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef2559de-3e25-43b9-804d-c9b621bbcc37,3292,2,00:43:25.936,88,25,2,Ball Recovery,157,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,35.0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38aade21-0926-4222-8a6f-7e7678dc2272,3293,2,00:43:25.936,88,25,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,2.1402,,7036965c-2192-4983-b274-209e523c2976,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,35.0,18.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef2559de-3e25-43b9-804d-c9b621bbcc37,f06df8e0-72e1-47c3-99fb-3b4629763121,36.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,
7036965c-2192-4983-b274-209e523c2976,3294,2,00:43:26.117,88,26,17,Pressure,157,217,Barcelona,1,Regular Play,212,Atlético Madrid,2.253296,,38aade21-0926-4222-8a6f-7e7678dc2272,6391.0,Raúl García Escudero,12.0,Right Midfield,84.8,61.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f06df8e0-72e1-47c3-99fb-3b4629763121,,,,,,,,,,,,,,,,,,,,,,,,,,,
f06df8e0-72e1-47c3-99fb-3b4629763121,3295,2,00:43:28.076,88,28,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,1.376251,,7036965c-2192-4983-b274-209e523c2976,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,36.0,10.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c85d674-96d3-4b72-acbd-98fa61e4273e,,,,5203.0,Sergio Busquets i Burgos,12.280879,1.3989543,1.0,Ground Pass,38.1,22.5,40.0,Right Foot,,,,,,,,,,,,,,
8c85d674-96d3-4b72-acbd-98fa61e4273e,3296,2,00:43:29.452,88,29,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,f06df8e0-72e1-47c3-99fb-3b4629763121,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,38.1,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955989d6-b4d6-4ade-a72f-cfb2849e6256,3297,2,00:43:29.452,88,29,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,2.430449,,8c85d674-96d3-4b72-acbd-98fa61e4273e,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,38.1,22.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94001af4-21f8-4657-a5bb-aa0652134b1a,c0ca18a0-46aa-43b8-9f4e-79c5d02d8603,44.7,29.9,,,,,,,,,,,,,,,,,,,,,,,,
c0ca18a0-46aa-43b8-9f4e-79c5d02d8603,3298,2,00:43:30.343,88,30,17,Pressure,157,217,Barcelona,1,Regular Play,212,Atlético Madrid,1.400218,,955989d6-b4d6-4ade-a72f-cfb2849e6256,5472.0,Mario Mandžukić,22.0,Right Center Forward,74.0,45.9,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94001af4-21f8-4657-a5bb-aa0652134b1a,3299,2,00:43:31.883,88,31,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,0.934717,,273b265c-8e6c-46eb-b293-68e94413b904,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,44.7,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,9.486833,1.8925469,1.0,Ground Pass,41.7,38.9,40.0,Right Foot,,,,,,,,,,,,,,
