id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,interception,duel,dribble,out,clearance,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_won,ball_recovery,foul_committed,block,50_50,miscontrol,substitution,related_events,goalkeeper,related_events_1,dribble_outcome_id,dribble_outcome_name,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_cross,pass_cut_back,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events_3,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,pass_type_id,pass_type_name,pass_switch,pass_no_touch,pass_through_ball,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate
6cb7eee2-4403-4b04-bca9-b1f9e397d3f6,2201,2,00:07:55.324,52,55,23,Goal Keeper,103,217,Barcelona,4,From Throw In,222,Villarreal,0.0,,2e03acba-2f93-4db2-b1d7-6902c7d5f57b,,6755,Sergio Asenjo Andrés,1,Goalkeeper,5.4,45.6,,,,,,,,,,,,55.0,No Touch,46.0,Standing,42.0,Moving,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946a05a-fd61-43a9-a35a-74f66fe48c82,2208,2,00:08:42.013,53,42,2,Ball Recovery,105,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,True,4320,Neymar da Silva Santos Junior,21,Left Wing,83.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8288d9f2-47f8-40b6-a67c-729f4a9ad478,2209,2,00:08:44.715,53,44,17,Pressure,105,217,Barcelona,1,Regular Play,222,Villarreal,1.116671,,,,6772,Mario Gaspar Pérez Martínez,2,Right Back,12.4,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257e49c3-ea48-4ca2-80ab-9591685fb2c2,2210,2,00:08:45.851,53,45,39,Dribbled Past,105,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,1f506414-292d-471e-801a-6147a91ff1a8,,6772,Mario Gaspar Pérez Martínez,2,Right Back,6.9,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b079fe04-0d79-45af-bee2-0721a1314d26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f506414-292d-471e-801a-6147a91ff1a8,2211,2,00:08:45.851,53,45,14,Dribble,105,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,257e49c3-ea48-4ca2-80ab-9591685fb2c2,,4320,Neymar da Silva Santos Junior,21,Left Wing,113.2,19.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b079fe04-0d79-45af-bee2-0721a1314d26,2212,2,00:08:45.851,53,45,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,1.7017,,1b8191fd-6538-47cb-b5d6-6ff419b3892c,,4320,Neymar da Silva Santos Junior,21,Left Wing,113.2,19.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,1f506414-292d-471e-801a-6147a91ff1a8,,,257e49c3-ea48-4ca2-80ab-9591685fb2c2,118.9,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b8191fd-6538-47cb-b5d6-6ff419b3892c,2213,2,00:08:47.553,53,47,30,Pass,105,217,Barcelona,1,Regular Play,217,Barcelona,0.8228,,488b67ad-708b-486f-9898-3d6f4521d5bc,,4320,Neymar da Silva Santos Junior,21,Left Wing,118.9,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dbf6312-da8b-49a6-9e49-78c06d5680c1,,,,,,5246.0,Luis Alberto Suárez Díaz,7.7155685,2.4020338,1.0,Ground Pass,113.2,32.2,True,True,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488b67ad-708b-486f-9898-3d6f4521d5bc,2214,2,00:08:48.375,53,48,42,Ball Receipt*,105,217,Barcelona,1,Regular Play,217,Barcelona,,,1b8191fd-6538-47cb-b5d6-6ff419b3892c,,5246,Luis Alberto Suárez Díaz,23,Center Forward,111.7,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7dbf6312-da8b-49a6-9e49-78c06d5680c1,2215,2,00:08:48.375,53,48,10,Interception,105,217,Barcelona,1,Regular Play,222,Villarreal,0.0,,1b8191fd-6538-47cb-b5d6-6ff419b3892c,,22819,Bruno Soriano Llido,9,Right Defensive Midfield,6.9,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3df16a7f-4739-428c-8ef8-a00e57fdac2c,2216,2,00:08:49.647,53,49,17,Pressure,105,217,Barcelona,1,Regular Play,217,Barcelona,0.432408,,5bb74f39-d275-42d0-bbb9-7d7effd5a7a1,,5211,Jordi Alba Ramos,6,Left Back,113.2,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
